id	page	class	headline	n_words	n_clauses	violation	body
T401	124	EVERGREEN	1 STUDENT, 1 Head REFEREE.	30	0	The Head REFEREE will not address additional, non-compliant team members or peripheral  conversations.	A team may only address the Head REFEREE with 1 STUDENT. The STUDENT may be accompanied by at most 1 silent observer, who may be an adult or a STUDENT.
T402	124	EVERGREEN	MATCH questions must be timely.	83	0		If a team would like to clarify or dispute the results of a MATCH using the process per T401 they must present their STUDENT representative in the question box in a  timely manner as outlined below:  A.questions regarding events in a qualification MATCH may be asked at any time before  ALLIANCE selection begins, or within 5 minutes of the last qualification MATCH at events  without playoff MATCHES   B.questions regarding events in a playoff MATCH must be asked before the current round is  finished.
T403	125	EVERGREEN	Keep questions factual and constructive.	670	0		Teams coming to the Question Box should think through their requests in advance and are encouraged to have relevant references to rules or the Q&A website  available to aid discussions.  13.5Qualification MATCHES  13.5.1Schedule  The qualification MATCH schedule is made available as soon as possible, but no later than 15 minutes before  qualification MATCHES are scheduled to begin. Only teams who are eligible and have completed check-in on  time will be included in the schedule per I102 and E105. Teams will receive access to the schedule through  one or more of the following methods: one (1) printed hard copy, notice of publicly posted hardcopy available  to photograph, and/or local digital schedule display. Schedules may also be available on the FIRST Tech  Challenge Events site if the tournament is connected to the internet. Each qualification schedule consists of a  series of rounds in which each team plays one (1) MATCH per round.  All event types will schedule either five (5) or six (6) qualification MATCHES per team as determined by the  Event Director based on available schedule time allocated. FIRST Championship and Regional Championship  Tournaments may schedule more MATCHES per team at the discretion of FIRST Headquarters and the Event  Director.  A MATCH schedule is used to coordinate MATCHES at an event. Figure 13-1 details information shown on  each schedule. SURROGATE MATCHES are described in section 13.5.2 MATCH Assignment.   Figure 13-1: Sample MATCH Schedule  13.5.2MATCH Assignment  FIRST event management software assigns each team one (1) ALLIANCE partner for each qualification  MATCH using a predefined algorithm, and teams may not switch qualification MATCH assignments. The  algorithm employs the following criteria, listed in order of priority:  1.ensure each team has at least the minimum required time between MATCHES (varies by event size)  2.minimize the number of times a team is allied with any team  3.minimize the number of times a team plays opposite any team  4.minimize the use of SURROGATES (teams randomly assigned by event management software to play  an extra qualification MATCH)  5.provide even distribution of MATCHES played on blue and red ALLIANCE  All teams are assigned the same number of qualification MATCHES, equal to the number of rounds, unless the  number of teams multiplied by number of MATCHES is not divisible by 4. In this case, the FIRST event  management software randomly selects some teams to play an extra MATCH. For the purpose of seeding  calculations, those teams are designated as SURROGATES for the extra MATCH. If a team plays a MATCH as a  SURROGATE, it is indicated on the MATCH schedule with an * after their team number, it is always their third  qualification MATCH, and the outcome of the MATCH has no effect on the team's ranking. YELLOW and RED  CARDS assigned to SURROGATES, however, do carry forward to subsequent MATCHES.  If a team is scheduled to play in a back-to-back MATCHES (e.g., qual MATCH 40 and 41) they will receive a  minimum break per T206 before their next MATCH.  13.5.3Qualification Ranking  RANKING POINTS (RP) are units credited to a team based on their ALLIANCE'S performance in qualification  MATCHES. These points are awarded to each eligible team at the completion of each qualification MATCH per  Table 10-3.  A team's RANKING SCORE (RS) is the average number of RANKING POINTS earned by a team throughout their  qualification MATCHES (excluding any SURROGATE MATCH).   All teams participating in qualification MATCHES are ranked by RANKING SCORE. If the number of teams in  attendance is 'n', they are ranked '1' through 'n', with '1' being the team with the highest RANKING SCORE and  'n' being the team with the lowest RANKING SCORE. SURROGATE MATCHES are excluded from all  calculations. A MATCH in which a team is DISQUALIFIED contributes 0 to all sort criteria.  Teams are ranked in order, using the sorting criteria defined in Table 13-1.  Table 13-1: qualification MATCH ranking criteria  Order Sort Criteria  1st RANKING SCORE (RS)  2nd Average ALLIANCE AUTO Points   3rd Average TELEOP ALLIANCE ASCENT Points  4th Highest MATCH Score (including FOULS)   5th Random sort by the FIRST event management software
T501	126	EVERGREEN	DISQUALIFICATION applies only to the DISQUALIFIED team in qualifications.	84	0		During qualification MATCHES, a team DISQUALIFICATION has no effect on their ALLIANCE partner.  13.6Playoff MATCHES  Playoff MATCHES follow the qualification MATCHES. In the playoffs, teams play on set ALLIANCES, chosen  during ALLIANCE selection, and advance through a double elimination bracket to determine an event winner.  Teams do not earn RANKING POINTS; they advance based on winning or losing MATCHES. If a team is  DISQUALIFIED during playoff MATCHES, the DISQUALIFICATION applies to the entire ALLIANCE and all teams  in the ALLIANCE receive 0 MATCH points.
T601	127	EVERGREEN	Send a STUDENT representative.	31	0	Teams who do not send a representative are ineligible for the playoff tournament	Each team must choose and send a STUDENT team representative to the ARENA at the designated ALLIANCE selection time (typically just after the last scheduled  qualification MATCH) to represent their team.
T602	127	EVERGREEN	Declining teams cannot be picked.	20	0	The ALLIANCE CAPTAIN must make another selection	An ALLIANCE CAPTAIN may not invite a team that has declined another ALLIANCE'S invitation to participate in the playoff tournament.
T603	127	EVERGREEN	There are no backup teams in playoff MATCHES.	12	0		An ALLIANCE may not request a backup team in a playoff MATCH.
T604	127	EVERGREEN	During playoff MATCHES, teams may have more ARENA access.	61	0		During the playoff MATCHES teams may need extra team members to maintain the ROBOT between MATCHES in a timely manner. Each  team is permitted to have up to 3 additional pit crew members to help with needed ROBOT repairs.  These team members should be granted the same ARENA access as the DRIVE TEAM but may not  participate in any MATCH play.
T605	127	EVERGREEN	Multiple DISQUALIFICATION is handled specially.	1708	0		During playoff MATCHES, one or more ALLIANCE DISQUALIFICATIONS are handled accordingly:   A.if one ALLIANCE is DISQUALIFIED, the DISQUALIFIED ALLIANCE loses  B.if both ALLIANCES are DISQUALIFIED, the one that is DISQUALIFIED first chronologically loses   C.if, in the judgement of the Head REFEREE, both ALLIANCES are simultaneously DISQUALIFIED,  the MATCH results in a tie  13.6.1ALLIANCE Selection Process  At the end of the Qualification MATCHES, the top ranked teams become the ALLIANCE leads. The designated  STUDENT representative from each ALLIANCE lead is called the ALLIANCE CAPTAIN. This representative may  change between ALLIANCE selection and playoff MATCHES.  The ranked ALLIANCES are designated, in order, ALLIANCE 1, ALLIANCE 2, etc., down to the maximum number  of ALLIANCES shown in Table 13-2. Using the ALLIANCE selection process described in this section, each  ALLIANCE lead chooses 1 other team to join their ALLIANCE.   If the team accepts, it becomes a member of that ALLIANCE. If an invitation from an ALLIANCE lead to another  ALLIANCE lead is accepted, all lower ALLIANCE leads are promoted 1 spot. The highest-ranked, unselected  team becomes the newest ALLIANCE lead.  13.6.2Playoff MATCH Bracket  The playoff MATCH bracket is how the event winners are determined.  The number of ALLIANCES for an event is determined by the number of teams who are eligible to participate in  the playoffs as shown in Table 13-2.  Table 13-2: Number of playoff ALLIANCES based on total playoff eligible teams  Total playoff  Number of playoff  eligible teams  ALLIANCES formed  4-10 Teams  2  11-20 Teams  4  21-40 Teams  6  41-64 Teams  8  The double elimination tournament consists of an upper and lower bracket that will scale based on the number  of ALLIANCES. Tournaments with 2 ALLIANCES will have those ALLIANCES face each other in the finals.   Each ALLIANCE begins in the upper bracket. If an ALLIANCE wins a MATCH in the upper bracket, they remain  in the upper bracket. If an ALLIANCE loses a MATCH in the upper bracket, they transition to the lower bracket.  ALLIANCES in the lower bracket must win all subsequent MATCHES to remain in the tournament, i.e., once  they lose two total MATCHES, they are out of the tournament.  Ties play another MATCH until the MATCH results in one winner.   In Round 1, the higher ranked ALLIANCE is assigned to the red ALLIANCE. For subsequent rounds, ALLIANCE  color is assigned as shown in Figure 13-2, regardless of ALLIANCE rank at the start of the playoff tournament.  As shown in Figure 13-2, playoff MATCHES consist of up to six (6) rounds with breaks between later rounds.  Breaks begin after the score has been posted from the latest MATCH. The Blue and Red Gap columns indicate  the approximate time between each ALLIANCE'S MATCHES. The expected start time of the scheduled MATCH  is the time indicated on the MATCH schedule or 8 minutes from the end of either ALLIANCE'S previous  MATCH, whichever is later per T206.   Figure 13-2 8-ALLIANCE playoff bracket  If a playoff MATCH needs to be replayed as described in section 13.3 MATCH Replays or an additional  MATCH needs to be played due to tie, teams are notified of when the MATCH will occur. A minimum 8-minute  delay is provided for teams to reset their ROBOTS prior to the MATCH unless all teams are ready sooner  (T206). The affected MATCH must be played before the next round begins.  13.6.32-ALLIANCE Bracket and Typical Timing  Figure 13-3: 2-ALLIANCE playoff bracket  Table 13-3: 2-ALLIANCE playoff bracket typical timing  Gap  Next MATCH  (min) (MATCH # (ALLIANCE color)) Upper/  Estimated  Round MATCH  Lower  FIELD Blue Red Blue Red  Winner  Loser  Start (min)  15-minute break  Judges' Choice* (1), Innovate/Design/Control Award (1)  0  Finals  1  1  A2  A1  M2  M2  15  15-minute break  Motivate/Connect Award (1)  18  Finals  2  1  A2  A1  0:15 0:15  M3*  M3*  33  10-minute break  Think Award (1)  36  Finals  3*  1  A2  A1  0:10 0:10  46  Awards: Compass*, Finalists, Winners, and Inspire Award (1)  49  * if required  **Awards may be given out after the conclusion of the playoff bracket at the discretion of the Event Director. 13.6.44-ALLIANCE Bracket and Typical Timing  Figure 13-4: 4-ALLIANCE playoff bracket  Table 13-4: 4-ALLIANCE playoff typical timing  Gap  Next MATCH  (min) (MATCH # (ALLIANCE color)) Upper/  Estimated  Round MATCH  Lower  FIELD Blue Red Blue Red  Winner  Loser  Start (min)  1  Upper  1  A4  A1  M4 (R)  M3 (R)  0  1  2  Upper  1  A3  A2  M4 (B)  M3 (B)  6  8-minute break  9  3  Lower  1  L2  L1  0:08 0:14  M5 (B)  4th  17  2  4  Upper  1  W2  W1  0:14 0:20  M6 (R)  M5 (R)  23  15-minute break  Judges' Choice* (1), Design Award (1), Motivate Award (1)  26  3  5  Lower  1  W3  L4  0:21 0:15  M6 (B)  3rd  41  15-minute break  Control Award (1), Innovate Award (1)  44  Finals  6  1  W5  W4  0:15 0:33  M7*  M7*  59  15-minute break  Connect Award (1), Think Award (1)  62  Finals  7*  1  W5  W4  0:15 0:15  77  Awards: Compass*, Finalists, Winners, and Inspire Award (2, 1)  80  *If Required  **Awards may be given out after the conclusion of the playoff bracket at the discretion of the Event Director. 13.6.56-ALLIANCE Bracket and Typical Timing  Figure 13-5: 6-ALLIANCE playoff bracket  Table 13-5: 6-ALLIANCE playoff bracket typical timing  Gap  Next MATCH  (min) (MATCH # (ALLIANCE color)) Upper/  Estimated  Round MATCH  Lower  FIELD Blue Red Blue Red  Winner  Loser  Start (min)  1  Upper   1  A5  A4  M3 (B)  M6 (B)  0  1  2  Upper   2  A6  A3  M4 (B)  M5 (B)  6  3  Upper  1  W1  A1  0:09  M7 (R)  M5 (R)  12  2  4  Upper  2  W2  A2  0:09  M7 (B)  M6 (R)  18  5  Lower  1  L2  L3  0:15 0:09  M8 (B)  24  3  Tied 5th  6  Lower  2  L1  L4  0:27 0:09  M8 (R)  30  7  Upper  1  W4  W3  0:15 0:21  M10 (R)  M9 (R)  36  4  8  Lower  2  W5  W6  0:15 0:09  M9 (B)  4th  42  15-minute break  Judges' Choice* (1), Design Award (2, 1), Motivate Award (2, 1)  45  5  9  Lower  1  W8  L7  0:15 0:21  M10 (B)  3rd  60  15-minute break  Control Award (2, 1), Innovate Award (2, 1)  63  Finals  10  1  W9  W7  0:15 0:39  M11*  M11*  78  15-minute break  Connect Award (2, 1), Think Award (2, 1)  81  Finals*  11  1  W9  W7  0:15 0:15  96  Awards: Compass*, Finalists, Winners, and Inspire Award (3, 2, 1)  99  * if required  **Awards may be given out after the conclusion of the playoff bracket at the discretion of the Event Director.  13.6.68-ALLIANCE Bracket and Typical Timing  Figure 13-6: 8-ALLIANCE playoff bracket  Table 13-6: 8-ALLIANCE playoff bracket typical timing  Gap  Next MATCH  (min) (MATCH # (ALLIANCE color)) Upper/  Estimated  Round MATCH  Lower  FIELD  Blue  Red  Blue  Red  Winner  Loser  Start (min)  1  Upper   1  A8  A1  M7 (R)  M5 (R)  0  2  Upper   2  A5  A4  M7 (B)  M5 (B)  6  1  3  Upper   1  A7  A2  M8 (R)  M6 (R)  12  4  Upper   2  A6  A3  M8 (B)  M6 (B)  18  5  Lower  1  L2  L1  0:15 0:21  M10 (B)  24  Tied 7th  6  Lower  2  L4  L3  0:09 0:15  M9 (B)  30  2  7  Upper  1  W2  W1  0:27 0:33  M11 (R)  M9 (R)  36  8  Upper  2  W4  W3  0:21 0:27  M11 (B)  M10 (R)  42  9  Lower  1  W6  L7  0:15 0:09  M12 (B)  48  3  Tied 5th  10  Lower  2  W5  L8  0:27 0:09  M12 (R)  54  11  Upper  1  W8  W7  0:15 0:21  M14 (R)  M13 (R)  60  4  12  Lower  2  W9  W10  0:15 0:09  M13 (B)  4th  66  15-minute break  Judges' Choice* (1), Design Award (3,2,1), Motivate Award (3,2,1)  69  5  13  Lower  1  W12  L11  0:15 0:21  M14 (B)  3rd  84  15-minute break  Control Award (3,2,1), Innovate Award (3,2,1)  87  Finals  14  1  W13 W11  0:15 0:39  M15*   M15*  102  15-minute break  Connect Award (3,2,1), Think Award (3,2,1)  105  Finals*  15  1  W13 W11  0:15 0:15  120  Awards: Compass*, Finalists, Winners, and Inspire Award (3, 2, 1)  123  * if required  **Awards may be given out after the conclusion of the playoff bracket at the discretion of the Event Director. 13.7Dual Division Events  Dual Division events are typically larger events which run as two different competition events (e.g., two parallel  Qualifying Tournaments) with concurrent judging for all teams. After the playoff MATCHES have concluded in  each division, the two division winning ALLIANCES compete to determine the overall event winner.   Advancement from a Dual Division event is defined in Table 4-1.  In Dual Division events, teams can be assigned to division in a few different methods briefly described below.  For complete details reference the event management software documentation. The method used is at the  discretion of the local Program Delivery Partner.   A.Random Assignment - Random division assignment take the team list, shuffles it, and splits  the list in half. If equal division sizes cannot be made, the software randomly chooses which  division will have an extra team.   B.FIM Method - Algorithm is based on the process developed by FIRST in Michigan (FIM) and  utilizes a "brute force randomizer" approach. It attempts to balance ROBOT performance while  maintaining a decent factor of randomness. Teams are ranked based on a qualification  performance metric based on the two best events and then assigned to quartiles and  distributed between divisions such that each quartile is equally represented. Division  assignments are measured against several metrics to ensure divisions are closely matched.   C.Alternating Assignment - Alternating division assignment sorts the team list by team number,  then assigns teams by alternating divisions while iterating through the team list. The lowest  team number will be assigned Division 1, the next Division 2, then Division 1, etc.   D.Child League Split-up (only available for League Tournaments) - Algorithm attempts to balance  the representation of each child league in each division.   E.OPR Method - Algorithm attempts to balance the ROBOT performance across the division. It  calculates every team's Offensive Power Rating (OPR) for every official event they competed in  for the current season and selects each team's highest OPR. Then it ranks all the teams by  highest OPR and alternately assigns teams from highest to lowest OPR into each division.   F.Manual - The Program Delivery Partner can upload a list of manually assigned teams.  In addition to rules listed in previous manual sections, Dual Division event have the following rules:
T701	135	EVERGREEN	Divisions will use the same size playoff brackets.	25	0		The number of playoff ALLIANCES will be determined based on the number of playoff eligible teams in the smaller division as shown in Table  13-2.
T702	135	EVERGREEN	Dual-Division awards are given at the event level.	14	0		All awards are judged and awarded at the tournament level, not the division level.
T703	135	EVERGREEN	Dual-Division award counts are based on total teams.	1080	0		The number of awards distributed at a Dual Division event is determined using Table 6-1.   13.7.1Dual Division playoffs  Each division plays a standard tournament as described in section 13.5 Qualification MATCHES followed  by division playoffs to produce the Division Winning ALLIANCE. Those two Division Winners have their win-loss  records reset and proceed to play each other in a 2-ALLIANCE double eliminations bracket.  Divisions are ranked by the criteria in Table 13-1 excluding Rank Score.   Figure 13-7: 2-ALLIANCE grand finals playoff bracket (Dual Division)   Table 13-7: 6-ALLIANCE Dual Division playoff bracket typical timing  Gap  Next MATCH  (min) (MATCH # (ALLIANCE color)) Upper/  Estimated  Round  MATCH  Lower  FIELD Blue Red Blue Red  Winner  Loser  Start (min)  1  Upper   1  A5  A4  M3 (B)  M6 (B)  0  1  2  Upper   2  A6  A3  M4 (B)  M5 (B)  6  3  Upper  1  W1  A1  0:09  M7 (R)  M5 (R)  12  2  4  Upper  2  W2  A2  0:09  M7 (B)  M6 (R)  18  5  Lower  1  L2  L3  0:15 0:09  M8 (B)  24  3  Tied 5th  6  Lower  2  L1  L4  0:27 0:09  M8 (R)  30  7  Upper  1  W4  W3  0:15 0:21  M10 (R)  M9 (R)  36  4  8  Lower  2  W5  W6  0:15 0:09  M9 (B)  4th  42  8-minute break  45  5  9  Lower  1  W8  L7  0:08 0:14  M10 (B)  3rd  53  8-minute break  56  Finals  10  1  W9  W7  0:08 0:25  M11*  M11*  64  8-minute break  67  Finals*  11  1  W9  W7  0:08 0:08  75  End of Divisional Playoffs/15 Minute Break Design Award, (2, 1), Motivate Award (2, 1)  78  Evt Fin  13  1  DivA DivB 0:15 0:15  M14   M14   93  15-minute break  Control Award (2, 1), Innovate Award (2, 1) 96  Evt Fin  14  1  DivA DivB 0:08 0:08  M15*  M15*  111  15-minute break  Connect Award (2, 1), Think Award (2, 1)  114  Evt Fin  15*  1  DivA DivB 0:08 0:08  129  Awards: Remaining awards, Finalists, Winners, and Inspire Award  132  * if required  **Awards may be given out after the conclusion of the playoff bracket at the discretion of the Event Director  14League Play Tournaments (L)  Not all regions offer participation in League play. Leagues are closed groups of teams which play in multiple  different League Meet events typically spread over several weeks or months. All the teams in the same League  should have the opportunity to play in a roughly equal number of MATCHES. A minimum of 10 League Meet  MATCHES should be played by all teams in the League.  League Meet events each play between five (5) and six (6) qualifications MATCHES per team as described in  section 13.5 Qualification MATCHES but do not include playoff MATCHES or judging for awards.   In addition, the behavior described in section 10.6.1 YELLOW and RED CARDS,  verbal warnings and CARDS  also clear at the end of each League Meet event.   Teams may belong to only one League per season and can participate in only one League Tournament per  season. A team can participate in a League outside their region, provided that is the only league they  participate in. A team may not advance from a League Tournament to a Regional Championship that is outside  of their region unless the Program Delivery Partners. in both regions have agreed to move a team to a new  region for the entire season.  League Tournaments function the same as a Qualifying Tournament including for judging and advancement  except that qualification rankings as described in section 13.5 Qualification MATCHES are calculated with  the addition of each team's top 10 MATCHES played at any League Meet and the matches played at the  League Tournament. (Top MATCHES are defined by the sort order in Table 13-1.) Averages for rankings are  calculated based on ten (10) MATCHES, regardless of the number of MATCHES played by a team at League  Meets. Teams that played fewer than ten (10) MATCHES at League Meets will have RANKING POINTS and  MATCH Points that are effectively zero (0) for the missing MATCHES.  15FIRST Championship (C)  At the 2024-25 FIRST Championship, teams are manually split into four (4) divisions.   Each division plays a standard tournament as described in section 13.5 Qualification MATCHES and  section 13.6 Playoff MATCHES to produce the Division Winning ALLIANCES. Those four Division Winning  ALLIANCES proceed to the Championship playoffs, on the FIRST Championship FIELDS, to determine the 2024- 25 FIRST Tech Challenge Championship Winners, per 15.5 FIRST Championship playoffs.  Awards from section 6 Awards (A) are all awarded in each division only, except for as shown in Table 15-1.  Table 15-1: FIRST Championship Awards  Award  Per Division  FIRST Championship  1st, 2nd and 3rd Place  1st Place  Inspire Award  Dean's List  0  10  Compass Award  0  1  15.1Advancement to the FIRST Championship  Advancement to the FIRST Championship is set by FIRST Headquarters based on the number of teams  registered in each region as of December 1st. Advancement for regions outside of North America will be based  on previous season registration numbers, if higher.   15.2Game Modification  The number, type, and distribution of SCORING ELEMENTS may be adjusted for the FIRST Championship INTO  THE DEEP tournament. Any game modifications will be published in or before the last regularly scheduled  Team Update as described in section 1.9 Team Updates.  At the 2025 FIRST Championship, the following modifications will be made to the INTO THE DEEP game:  • 5 additional red SAMPLES (25 total)  • 5 additional blue SAMPLES (25 total)  The 10 additional SAMPLES will be added to the SUBMERSIBLE ZONE during pre-match setup. No additional  CLIPS will be provided. This game modification is an exception to pre-match setup described in section  10.3.1 SCORING ELEMENTS and will only apply to the FIRST Championship.  15.33-ROBOT ALLIANCES  ALLIANCES at the FIRST Championship will be made up of 3 ROBOTS. Before each division playoff  tournament, ALLIANCES are selected per the process as described in section 13.6.1 ALLIANCE Selection  Process, however the process continues with a second round of selection as follows:  Round 2: The same method is used for each ALLIANCE lead's second choice except the selection order is  reversed, with ALLIANCE 8 picking first and ALLIANCE 1 picking last. This process results in 8 ALLIANCES of 3  teams each.  ALLIANCES may start each of their MATCHES with any 2 of the 3 ROBOTS on their ALLIANCE during Division  and Championship playoff MATCHES. ALLIANCES do not need to inform FIELD STAFF of which two ROBOTS  will play ahead of the MATCH but must not delay the start of the MATCH per G301 by making a late decision.
